hour,value,Technology
244,7631.137155668712,curtailment
245,8108.929058930473,curtailment
246,7479.546540979798,curtailment
247,6622.29475686093,curtailment
248,6474.454847520839,curtailment
249,0.0,curtailment
250,0.0,curtailment
251,10822.925060891092,curtailment
252,11765.04076129923,curtailment
253,12089.128679191848,curtailment
254,10477.533416310242,curtailment
255,0.0,curtailment
256,13249.123629672498,curtailment
257,11575.226480539759,curtailment
258,3300.711854569252,curtailment
259,2072.3512998630795,curtailment
260,1445.934642730812,curtailment
261,1323.48744407911,curtailment
262,1280.917688507895,curtailment
263,1127.1993411866715,curtailment
264,1151.6099124847424,curtailment
265,1131.8311674084116,curtailment
266,1500.6699008135147,curtailment
267,2011.7526410785295,curtailment
268,2266.105883908529,curtailment
269,2099.567324218491,curtailment
270,1344.0452717230992,curtailment
271,484.83493845497287,curtailment
272,799.6156509249158,curtailment
273,0.0,curtailment
274,0.0,curtailment
275,0.0,curtailment
276,0.0,curtailment
277,0.0,curtailment
278,0.0,curtailment
279,0.0,curtailment
280,11516.067513478978,curtailment
281,11332.886169666297,curtailment
282,11252.332491656676,curtailment
283,4170.769000393673,curtailment
284,3834.9482141525514,curtailment
285,3448.319870031133,curtailment
286,3361.5580797749435,curtailment
287,3511.464202429551,curtailment
288,3844.3063328603002,curtailment
289,3847.388549207968,curtailment
290,4113.006659026822,curtailment
291,4576.901459810306,curtailment
292,5430.954743834869,curtailment
293,5891.847662697271,curtailment
294,11667.675182792475,curtailment
295,13247.19791907118,curtailment
296,14180.781349673165,curtailment
297,0.0,curtailment
298,0.0,curtailment
299,0.0,curtailment
300,0.0,curtailment
301,0.0,curtailment
302,0.0,curtailment
303,0.0,curtailment
304,21343.47866148706,curtailment
305,20688.50763300504,curtailment
306,20656.68356655632,curtailment
307,20801.637088502022,curtailment
308,18466.711963777547,curtailment
309,13899.390106462175,curtailment
310,21314.45494351575,curtailment
311,14723.67368421138,curtailment
312,14658.378248522098,curtailment
313,14553.471941035561,curtailment
314,22228.982746741716,curtailment
315,22762.96044182629,curtailment
316,22799.937217911604,curtailment
317,22461.67487424601,curtailment
318,21530.284642278264,curtailment
319,20497.000579841995,curtailment
320,19634.848050445085,curtailment
321,0.0,curtailment
322,16249.876898871918,curtailment
323,18395.996363909162,curtailment
324,19892.1741166984,curtailment
325,19670.383918252293,curtailment
326,17993.356885302775,curtailment
327,0.0,curtailment
328,21186.862713625593,curtailment
329,20049.20080966082,curtailment
330,19512.329563867723,curtailment
331,18991.255317190364,curtailment
332,12026.686754990995,curtailment
333,10410.00783088753,curtailment
334,9733.357024119543,curtailment
335,9095.364214055251,curtailment
336,8487.746803323664,curtailment
337,8058.754881451014,curtailment
338,7411.360903193848,curtailment
339,6567.752570587252,curtailment
340,5632.586021265806,curtailment
341,4869.12612159753,curtailment
342,2898.461631369986,curtailment
343,1055.8160091797645,curtailment
344,599.1331920736711,curtailment
345,0.0,curtailment
346,0.0,curtailment
347,0.0,curtailment
348,0.0,curtailment
349,0.0,curtailment
350,0.0,curtailment
351,0.0,curtailment
352,17226.82951798499,curtailment
353,16313.086069765686,curtailment
354,15808.752141393454,curtailment
355,14870.84650649871,curtailment
356,13841.60468659797,curtailment
357,13131.167951860565,curtailment
358,6770.002744688301,curtailment
359,5735.990713283434,curtailment
360,5752.756481522615,curtailment
361,5696.106298357556,curtailment
362,5880.702111460206,curtailment
363,6157.009289330077,curtailment
364,6413.2031500653375,curtailment
365,6255.681386236434,curtailment
366,5467.825547679646,curtailment
367,5036.1784585879395,curtailment
368,12453.519206244438,curtailment
369,0.0,curtailment
370,0.0,curtailment
371,0.0,curtailment
372,0.0,curtailment
373,0.0,curtailment
374,0.0,curtailment
375,0.0,curtailment
376,0.0,curtailment
377,0.0,curtailment
378,0.0,curtailment
379,0.0,curtailment
380,0.0,curtailment
381,0.0,curtailment
382,0.0,curtailment
383,0.0,curtailment
384,0.0,curtailment
385,2130.723609843967,curtailment
386,6656.170240242473,curtailment
387,5643.397209899978,curtailment
388,5070.539313405933,curtailment
389,4500.777173536628,curtailment
390,3149.14280075456,curtailment
391,1938.6779468833465,curtailment
392,1565.615833416261,curtailment
393,0.0,curtailment
394,0.0,curtailment
395,0.0,curtailment
396,4280.970817393006,curtailment
397,0.0,curtailment
398,0.0,curtailment
399,0.0,curtailment
400,2998.819949302466,curtailment
401,2800.762106586546,curtailment
402,2697.021316265078,curtailment
403,1992.2222476100906,curtailment
404,1376.921663156977,curtailment
405,1539.3815996576732,curtailment
406,1969.8169617272088,curtailment
407,2105.864396689114,curtailment
408,2125.894579472075,curtailment
409,1630.8041200994958,curtailment
410,1312.2944054292193,curtailment
411,889.7586110501579,curtailment
412,0.7567092608223902,curtailment
413,0.0,curtailment
414,0.0,curtailment
415,0.0,curtailment
416,0.0,curtailment
417,0.0,curtailment
418,0.0,curtailment
419,0.0,curtailment
420,0.0,curtailment
421,0.0,curtailment
422,0.0,curtailment
423,0.0,curtailment
424,0.0,curtailment
425,0.0,curtailment
426,0.0,curtailment
427,0.0,curtailment
428,0.0,curtailment
429,0.0,curtailment
430,0.0,curtailment
431,0.0,curtailment
432,0.0,curtailment
433,0.0,curtailment
434,0.0,curtailment
435,0.0,curtailment
436,0.0,curtailment
437,0.0,curtailment
438,0.0,curtailment
439,0.0,curtailment
440,0.0,curtailment
441,0.0,curtailment
442,0.0,curtailment
443,0.0,curtailment
444,0.0,curtailment
445,0.0,curtailment
446,0.0,curtailment
447,0.0,curtailment
448,0.0,curtailment
449,0.0,curtailment
450,0.0,curtailment
451,0.0,curtailment
452,0.0,curtailment
453,0.0,curtailment
454,0.0,curtailment
455,0.0,curtailment
456,0.0,curtailment
457,0.0,curtailment
458,0.0,curtailment
459,0.0,curtailment
460,0.0,curtailment
461,0.0,curtailment
462,0.0,curtailment
463,0.0,curtailment
464,0.0,curtailment
465,0.0,curtailment
466,0.0,curtailment
467,0.0,curtailment
468,0.0,curtailment
469,0.0,curtailment
470,0.0,curtailment
471,0.0,curtailment
472,0.0,curtailment
473,0.0,curtailment
474,0.0,curtailment
475,0.0,curtailment
476,0.0,curtailment
477,0.0,curtailment
478,0.0,curtailment
479,0.0,curtailment
480,0.0,curtailment
481,0.0,curtailment
482,0.0,curtailment
483,0.0,curtailment
484,0.0,curtailment
485,0.0,curtailment
486,0.0,curtailment
487,0.0,curtailment
488,0.0,curtailment
489,0.0,curtailment
490,0.0,curtailment
491,0.0,curtailment
492,0.0,curtailment
493,0.0,curtailment
494,0.0,curtailment
495,0.0,curtailment
496,0.0,curtailment
497,0.0,curtailment
498,0.0,curtailment
499,0.0,curtailment
500,0.0,curtailment
501,0.0,curtailment
502,0.0,curtailment
503,0.0,curtailment
504,0.0,curtailment
505,0.0,curtailment
506,0.0,curtailment
507,0.0,curtailment
508,0.0,curtailment
509,0.0,curtailment
510,0.0,curtailment
511,0.0,curtailment
512,0.0,curtailment
513,0.0,curtailment
514,0.0,curtailment
515,0.0,curtailment
516,0.0,curtailment
517,0.0,curtailment
518,0.0,curtailment
519,0.0,curtailment
520,0.0,curtailment
521,0.0,curtailment
522,0.0,curtailment
523,0.0,curtailment
524,0.0,curtailment
525,0.0,curtailment
526,0.0,curtailment
527,0.0,curtailment
528,0.0,curtailment
529,0.0,curtailment
530,0.0,curtailment
531,0.0,curtailment
532,0.0,curtailment
533,0.0,curtailment
534,0.0,curtailment
535,0.0,curtailment
536,0.0,curtailment
537,0.0,curtailment
538,0.0,curtailment
539,0.0,curtailment
540,0.0,curtailment
541,0.0,curtailment
542,0.0,curtailment
543,0.0,curtailment
544,0.0,curtailment
545,0.0,curtailment
546,0.0,curtailment
547,0.0,curtailment
548,0.0,curtailment
549,0.0,curtailment
550,0.0,curtailment
551,0.0,curtailment
552,0.0,curtailment
