Onshore turbines,Offshore trubines fixed,Utility scale PV,"Biogas, Basic plant, large",battery
14649.828559999996,6324.965384718856,0.0,0.0,993.0572517243338
15288.148719999996,6477.88522095514,0.0,0.0,6836.374977911245
15755.479119999996,6557.7265890935705,0.0,0.0,6836.374977911244
16188.540879999995,6650.015778279841,0.0,0.0,6836.374977911244
16636.5712,6746.321857758667,0.0,0.0,6836.374977911244
16923.891599999995,6780.917892760701,0.0,0.0,6836.374977911244
17051.246559999996,6777.447083952125,0.0,0.0,6836.374977911245
17195.235759999996,6775.681184088342,0.0,0.0,6836.374977911244
17369.398959999995,6811.067264250317,294.25486859440116,0.0,0.0
17553.894639999995,6853.514107080494,1408.2197282732054,0.0,0.0
17723.323999999993,6881.601134472166,2732.3666369480106,0.0,0.0
17858.744159999995,6890.651903171604,2963.566890843611,0.0,0.0
17907.522639999992,6892.504325036744,2543.20279285161,0.0,0.0
17882.247919999998,6888.232123920508,1134.9830645784043,0.0,0.0
17797.140319999995,6872.76879836632,105.09102449800041,0.0,0.0
17602.970159999997,6845.9682538473,0.0,0.0,6836.374977911244
17280.027519999996,6812.268643515076,0.0,0.0,6836.374977911244
16911.799439999995,6766.799204211226,0.0,0.0,0.0
16573.294159999998,6705.6153837099055,0.0,0.0,0.0
16370.885839999999,6639.892704120949,0.0,0.0,0.0
16219.203679999997,6593.43606296554,0.0,0.0,0.0
16213.300479999996,6619.283447076156,0.0,0.0,0.0
16260.50352,6650.651218552111,0.0,0.0,0.0
16286.725759999998,6658.4608929697715,0.0,0.0,0.0
16202.528079999996,6646.922262132924,0.0,0.0,0.0
15966.166959999997,6561.828582994021,0.0,0.0,0.0
15600.653599999994,6451.466224278174,0.0,0.0,0.0
15259.79832,6305.853951172982,0.0,0.0,0.0
14907.903679999996,6143.145781635519,0.0,0.0,0.0
14396.773039999996,5947.122386394815,0.0,0.0,0.0
13745.883199999998,5714.998040685831,0.0,0.0,0.0
12854.135279999997,5429.008784754341,0.0,0.0,0.0
11904.889439999997,5143.958505296605,1828.5838262652069,0.0,0.0
11070.639439999999,4927.297485141809,4855.205331807619,0.0,0.0
10273.135919999999,4754.901688239175,6599.716338474425,0.0,0.0
9768.882319999999,4693.011507792341,6809.898387470426,0.0,0.0
9292.091759999998,4649.604412586436,5569.824298394022,0.0,0.0
8901.53304,4597.970635284193,3257.8217594380126,0.0,0.0
8475.822079999998,4507.184943170701,609.5279420884024,0.0,0.0
7784.940879999999,4325.582354287494,0.0,0.0,0.0
6773.192559999998,4026.173677784716,0.0,0.0,0.0
5590.54472,3667.4818280235654,0.0,0.0,0.0
4664.23864,3325.599359214778,0.0,0.0,0.0
4052.4339999999993,3031.1422942979175,0.0,0.0,513.4924868526534
3693.5307199999993,2797.704516240451,0.0,0.0,724.6927293212121
3566.626959999999,2710.8179877619323,0.0,0.0,492.94793703427723
3686.014479999999,2781.7603553016684,0.0,0.0,0.0
3980.324719999999,2938.2304303805627,0.0,0.0,0.0
4236.064879999999,3045.4950177690985,0.0,0.0,0.0
4366.454159999999,3030.4075664831066,0.0,0.0,0.0
4432.17144,2974.915758956373,0.0,0.0,0.0
4406.453039999999,2862.323685713726,0.0,0.0,0.0
4320.435519999999,2733.0810915867823,0.0,0.0,0.0
4161.752239999999,2620.345760604181,0.0,0.0,476.13534340039666
3901.7143999999994,2482.689256443534,0.0,0.0,1881.8010585254563
3598.4440799999993,2303.427016777387,0.0,0.0,2912.474243033192
3270.01936,2083.451211095153,1303.128703775205,0.0,2094.8651389767015
2895.4406399999993,1907.1633425248715,2669.3120222492103,0.0,960.5579999865391
2520.3580799999995,1759.3695802706845,3299.8581692372127,0.0,440.37164921489125
2165.3651999999997,1640.3223983693408,3468.0038084340135,0.0,446.28479959256094
2037.4650399999996,1638.7720943122204,3068.657915341612,0.0,884.1499043435578
2264.0839999999994,1812.4515373005768,1849.602031164807,0.0,1603.9400418520004
2493.872639999999,1876.0381163314141,336.2912783936013,0.0,2836.1740309710854
2461.5253599999996,1781.2000740887443,0.0,0.0,3694.545539704911
2516.5191199999995,1746.9203408293806,0.0,0.0,4121.540087230895
2864.127359999999,1841.4676124117486,0.0,0.0,3665.3197435026964
3281.863359999999,1964.362895783328,0.0,0.0,2950.297649186999
3749.05088,2101.730047677139,0.0,0.0,2056.4554287098986
4195.073359999999,2195.3482715400064,0.0,0.0,1019.3096499026841
4734.595759999999,2324.9795054763285,0.0,0.0,0.0
5277.851839999999,2548.3637106546835,0.0,0.0,0.0
5770.889359999998,2805.444689378334,0.0,0.0,0.0
6291.653119999999,3068.756670593228,0.0,0.0,0.0
6986.572559999999,3393.190062996988,0.0,0.0,0.0
7760.884399999999,3727.081303024609,0.0,0.0,0.0
8045.467519999998,3965.836638181932,0.0,0.0,0.0
7884.483119999997,4069.4673015134304,0.0,0.0,0.0
7976.215839999998,4168.9520007470655,0.0,0.0,0.0
8186.031359999999,4234.790988600143,0.0,0.0,0.0
8177.672879999998,4232.3357495124255,0.0,0.0,0.0
8037.436159999998,4186.869146995506,210.18204899600082,0.0,0.0
7668.963679999998,4108.958212362785,1408.2197282732054,0.0,0.0
7845.646079999999,4164.818802190388,2648.2938173496104,0.0,0.0
8218.224479999997,4213.641323645228,2816.439456546411,0.0,0.0
8553.59016,4285.674435759462,1933.6748507632074,0.0,0.0
9011.862719999997,4394.94888668774,798.691786184803,0.0,0.0
9423.323279999997,4522.566001903924,63.05461469880024,0.0,0.0
9761.956399999997,4642.112458304909,0.0,0.0,0.0
9860.641359999998,4655.636839992596,0.0,0.0,0.0
10133.936959999999,4707.296148377208,0.0,0.0,0.0
10219.819119999996,4775.99319906203,0.0,0.0,0.0
10192.089119999997,4825.503641347339,0.0,0.0,0.0
9996.50896,4769.339515318249,0.0,0.0,0.0
9927.806239999998,4727.721014271566,0.0,0.0,0.0
9740.2048,4654.982960605284,0.0,0.0,0.0
9511.965279999999,4590.956679600332,0.0,0.0,0.0
9052.587279999998,4533.693298635956,0.0,0.0,0.0
8768.62832,4464.332439809567,0.0,0.0,0.0
8516.49776,4428.177590389624,0.0,0.0,0.0
8045.738239999998,4366.65902903059,0.0,0.0,0.0
7596.662639999997,4281.795129632998,0.0,0.0,0.0
6960.978239999998,4143.371274607848,0.0,0.0,0.0
6111.349839999999,3850.308490466971,0.0,0.0,0.0
5288.270799999998,3491.3145228977987,0.0,0.0,0.0
4339.431039999999,3100.1925249554965,483.41871269080184,0.0,0.0
3295.69264,2713.7852668904734,1870.6202360644072,0.0,0.0
2424.02688,2334.443026674048,3636.149447630814,0.0,0.0
1910.2303999999995,2070.8218356838083,4245.677389719217,0.0,0.0
1613.8634399999996,1947.7265588336809,3404.949193735213,0.0,0.0
1586.9907199999998,1904.7492368476362,1744.511006666807,0.0,1146.7770498733016
1828.9955999999995,1955.3248926250742,252.21845879520097,0.0,2405.4044064597892
2056.302639999999,2006.226778899437,0.0,0.0,2779.366665005652
2058.7955199999997,1963.8636212836884,0.0,0.0,3351.7791997375793
1822.1787199999994,1867.4497439015297,0.0,0.0,3703.494894601483
1493.5509599999996,1732.2711731240381,0.0,0.0,4043.9398197724954
1180.2865599999998,1605.8412532379634,0.0,0.0,4281.609820076595
928.5131999999999,1506.0274867204737,0.0,0.0,4317.853290089112
786.26864,1477.4128169598641,0.0,0.0,4105.586051734736
700.9579999999999,1421.5181856891031,0.0,0.0,3991.0285653089513
624.0772799999999,1344.9589800284189,0.0,0.0,3718.7461047999363
551.7574399999999,1280.9553933189045,0.0,0.0,3851.9271927627638
504.24607999999995,1231.8279172691146,0.0,0.0,3796.9322995159464
509.38223999999997,1238.6475530482862,0.0,0.0,3718.869154849348
510.81103999999993,1214.296574043124,0.0,0.0,3674.288440887255
529.11848,1223.8196677663684,0.0,0.0,3545.0461697824135
579.4911999999998,1265.3771778940622,0.0,0.0,4059.592482498382
641.8545599999998,1303.6681278721237,0.0,0.0,4728.80075016631
765.0810399999998,1388.7419495025185,0.0,0.0,5072.997236203871
960.2438399999996,1468.2797814394635,105.09102449800041,0.0,4718.40098710273
1128.6767999999997,1466.5819644619953,399.3458930924015,0.0,4133.111276339454
1260.1940799999998,1455.074538281375,777.673581285203,0.0,3386.665387559754
1400.8293599999997,1496.321420240259,924.8010155824035,0.0,2767.0696229958785
1657.7501599999998,1583.866083286485,777.673581285203,0.0,2441.4585499909826
2017.6423199999992,1677.362325311373,357.3094832932014,0.0,2353.821747610547
2472.3842399999994,1733.3477337638865,21.018204899600082,0.0,2219.275398064309
2834.596319999999,1677.637493643561,0.0,0.0,2195.3264185950625
2720.713439999999,1521.9149119206613,0.0,0.0,2915.4743669965383
2384.6258399999997,1406.138545349345,0.0,0.0,3345.496489813251
2393.25504,1447.6464117057674,0.0,0.0,3148.5597003396156
2633.8875199999998,1528.6253314030369,0.0,0.0,2621.686880136307
2807.0279999999993,1621.731515225081,0.0,0.0,2034.1293770514706
2863.8603999999996,1713.0916566918502,0.0,0.0,1501.3257351265606
2762.7803199999994,1710.2080627777375,0.0,0.0,1271.3344028753384
2610.9439999999995,1732.6144243425406,0.0,0.0,1005.3239672984516
2615.8846399999993,1748.219589243216,0.0,0.0,591.8300728485436
2649.68704,1706.8010816750812,0.0,0.0,434.20894814148147
2644.501999999999,1718.3567332335072,0.0,0.0,317.0762010534564
2661.8393599999995,1677.026166060195,0.0,0.0,258.2526826373933
2750.221919999999,1622.0251226723121,0.0,0.0,142.30747647017517
2834.314319999999,1612.350260848325,0.0,0.0,654.8628816234915
3041.0879999999993,1636.7735779201967,0.0,0.0,1185.6238296469196
3293.959279999999,1681.220355535863,0.0,0.0,1444.4719915231524
3435.4819199999993,1734.690952375134,168.14563919680066,0.0,1126.7647073311302
3479.594239999999,1825.5745136377016,735.6371714860029,0.0,369.83684289419637
3508.8207199999997,2069.647405894883,1324.1469086748052,0.0,0.0
3682.487599999999,2460.898477642491,1261.0922939760048,0.0,0.0
4349.113039999999,2980.8120205899045,798.691786184803,0.0,0.0
5587.487839999999,3505.6147658107793,273.23666369480105,0.0,0.0
7059.196959999999,3929.6534208926914,0.0,0.0,0.0
