Onshore turbines,Offshore trubines fixed,Utility scale PV,"Biogas, Basic plant, large",CCS
0.0,21236.56419082998,0.0,0.0,0.0
0.0,25164.37552940815,0.0,0.0,0.0
0.0,30124.727531104123,0.0,0.0,0.0
0.0,36006.89915036218,109.08107503405208,0.0,0.0
0.0,42839.0212892352,271.0499440240082,0.0,0.0
0.0,51171.039427079355,390.0474804247922,0.0,0.0
0.0,59822.71200922155,340.46517359113216,0.0,0.0
0.0,68155.79529772596,224.77312431259216,0.0,0.0
0.0,74765.87449126893,102.47010078956406,0.0,0.0
0.0,79757.85327410784,13.221948488976007,0.0,0.0
0.0,85052.88107556697,0.0,0.0,0.0
0.0,89823.11734018517,0.0,0.0,0.0
0.0,92502.107808503,0.0,0.0,0.0
0.0,94143.06799106945,0.0,0.0,0.0
0.0,96582.48149549615,0.0,0.0,0.0
0.0,98520.290973609,0.0,0.0,0.0
0.0,99382.68064663991,0.0,0.0,0.0
0.0,101158.45066661708,0.0,0.0,0.0
0.0,102913.73702005086,0.0,0.0,0.0
0.0,104713.73238965998,0.0,0.0,0.0
0.0,109087.32293533249,0.0,0.0,0.0
0.0,110628.15895583498,0.0,0.0,0.0
0.0,109683.75268196441,0.0,0.0,0.0
0.0,105186.82315214546,0.0,0.0,0.0
0.0,98810.55818430612,0.0,0.0,0.0
0.0,92004.65513860862,0.0,0.0,0.0
0.0,87314.93333928354,0.0,0.0,0.0
0.0,83057.36228091264,138.8304591342481,0.0,0.0
0.0,80547.81270224147,399.96394179152423,0.0,0.0
0.0,80961.80125886052,581.7657335149443,0.0,0.0
0.0,81846.96876908766,528.8779395590403,0.0,0.0
0.0,83597.61215810497,337.1596864688882,0.0,0.0
0.0,86940.08224154002,145.44143337873606,0.0,0.0
0.0,89960.9041371335,16.52743561122001,0.0,0.0
0.0,93391.07162492954,0.0,0.0,0.0
0.0,97213.51498280864,0.0,0.0,0.0
0.0,101367.73911557946,0.0,0.0,0.0
0.0,105034.2881152859,0.0,0.0,0.0
0.0,107151.56182387398,0.0,0.0,0.0
