hour,Technology,value
1831,demand,5806.661898072717
1832,demand,6232.091290544555
1833,demand,6247.025457826519
1834,demand,6052.464676318366
1835,demand,5924.4750853659625
1836,demand,5691.439779995857
1837,demand,5577.860357855715
1838,demand,5496.287585496351
1839,demand,5444.052418021697
1840,demand,5528.44416840105
1841,demand,5912.647038103797
1842,demand,6246.14294610771
1843,demand,6522.064308467018
1844,demand,6367.861079215002
1845,demand,6047.865575469103
1846,demand,5668.616297471049
1847,demand,5382.743610851616
1848,demand,5085.460323934066
1849,demand,5093.472528617018
1850,demand,5050.431737277513
1851,demand,5067.487734160236
1852,demand,5221.032734206302
1853,demand,5619.675040268073
1854,demand,6711.244399955871
1855,demand,7543.414511093485
1856,demand,7799.410316694175
1857,demand,7569.998839907152
1858,demand,7199.373753101662
1859,demand,6869.48221090602
1860,demand,6619.567131094818
1861,demand,6480.684420811415
1862,demand,6324.842291934866
1863,demand,6183.60594810782
1864,demand,6205.113560439087
1865,demand,6519.169336794595
1866,demand,6802.889725612595
1867,demand,7157.611641854577
1868,demand,7016.23467866807
1869,demand,6634.252480644809
1870,demand,6136.499909820318
1871,demand,5752.642739757504
1872,demand,5383.347112947829
1873,demand,5044.52756296756
1874,demand,4936.710511987683
1875,demand,4877.0260202717545
1876,demand,4939.678924046707
1877,demand,5266.328100782603
1878,demand,6226.44626491559
1879,demand,6939.213664931532
1880,demand,7343.799026353112
1881,demand,7331.08457513468
1882,demand,7069.084244385533
1883,demand,6744.439424674947
1884,demand,6489.196904916958
1885,demand,6322.739916149033
1886,demand,6119.502975794484
1887,demand,5971.305236571276
1888,demand,5990.949172741743
1889,demand,6261.559710101061
1890,demand,6462.915834718022
1891,demand,6619.552104342598
1892,demand,6418.252617551387
1893,demand,6022.621315648414
1894,demand,5527.553153196554
1895,demand,5141.177597080603
1896,demand,4778.471664844472
1897,demand,4549.711872132753
1898,demand,4459.540970385833
1899,demand,4436.93150178746
1900,demand,4540.038792182291
1901,demand,4899.222954100316
1902,demand,5879.284635993883
1903,demand,6600.94995153769
1904,demand,6985.479845925412
1905,demand,6951.249369215856
1906,demand,6693.54074807683
1907,demand,6428.862426849177
1908,demand,6218.899726167652
1909,demand,6108.446722763427
1910,demand,5943.109155013678
1911,demand,5863.992440648897
1912,demand,5878.869148237765
1913,demand,6126.956605687048
1914,demand,6325.960396397442
1915,demand,6396.906305030926
1916,demand,6181.487606871786
1917,demand,5775.056537909287
1918,demand,5287.566164214873
1919,demand,4938.605745835766
1920,demand,4602.543272985985
1921,demand,4647.7935932976125
1922,demand,4581.503770343075
1923,demand,4606.035181966314
1924,demand,4739.239981153816
1925,demand,5153.144387465925
1926,demand,6194.474736183896
1927,demand,6935.59015636185
1928,demand,7276.533137707711
1929,demand,7192.37309720078
1930,demand,6908.282258569903
1931,demand,6583.510747317733
1932,demand,6392.130586300477
1933,demand,6311.2857998387935
1934,demand,6158.436000684793
1935,demand,6079.624973408912
1936,demand,6118.618409718035
1937,demand,6336.117935332679
1938,demand,6550.571275777054
1939,demand,6604.674142812146
1940,demand,6386.1475907468
1941,demand,5968.2490743153885
1942,demand,5469.688274556816
1943,demand,5091.48814448339
1944,demand,4735.980351297703
1945,demand,4596.585686268409
1946,demand,4494.1554330231465
1947,demand,4468.138973124104
1948,demand,4556.955780875513
1949,demand,4900.215529657664
1950,demand,5881.2255857300315
1951,demand,6629.587617552246
1952,demand,7011.939404304593
1953,demand,6941.290301055573
1954,demand,6657.761745557176
1955,demand,6345.603907333425
1956,demand,6009.742087103014
1957,demand,5799.29651058842
1958,demand,5655.765792048858
1959,demand,5588.155732632106
1960,demand,5634.474369454071
1961,demand,5917.918178647685
1962,demand,6149.30068595217
1963,demand,6359.416351291458
1964,demand,6214.176093293977
1965,demand,5895.394145781946
1966,demand,5511.932907304379
1967,demand,5187.903768575345
1968,demand,4829.688657060014
1969,demand,4824.037457169895
1970,demand,4709.451122453027
1971,demand,4645.478467954803
1972,demand,4602.771837416318
1973,demand,4612.382156162297
1974,demand,5210.381123947648
1975,demand,5789.644464563024
1976,demand,6244.446754120969
1977,demand,6254.0490889679
1978,demand,5998.257022217918
1979,demand,5723.698376496715
1980,demand,5474.797178557354
1981,demand,5370.402545710567
1982,demand,5307.539978650576
1983,demand,5282.311912061343
1984,demand,5357.507057277265
1985,demand,5707.419990633263
1986,demand,5954.961938152312
1987,demand,6188.624747929483
1988,demand,6102.1432766192465
1989,demand,5826.500255600644
1990,demand,5481.641806663335
1991,demand,5200.682835731492
1992,demand,4892.438532069526
1993,demand,4820.859690490241
1994,demand,4714.058033195177
1995,demand,4665.288777816756
1996,demand,4617.201763631164
1997,demand,4614.120283422113
1998,demand,5189.254908374898
1999,demand,5731.646968690502
2000,demand,6151.598563355647
2001,demand,6176.956624954482
2002,demand,6008.6114429175905
2003,demand,5855.57034333534
2004,demand,5652.36280756204
2005,demand,5496.270734634686
2006,demand,5376.607166054669
2007,demand,5335.377114667338
2008,demand,5430.40998684602
2009,demand,5734.724549703091
2010,demand,6009.685796242999
2011,demand,6358.997594585886
2012,demand,6310.5025221002
2013,demand,6013.3455148662615
2014,demand,5629.259896002837
2015,demand,5371.078987832018
2016,demand,5074.076962343984
2017,demand,4866.80967767067
2018,demand,4778.566480194079
2019,demand,4745.4844545733395
2020,demand,4816.846679917823
2021,demand,5138.118720612865
2022,demand,6073.731831357186
2023,demand,6781.19608326904
2024,demand,7134.191868082553
2025,demand,7144.589816922453
2026,demand,6838.282509397611
2027,demand,6555.2182720528435
2028,demand,6319.737670814859
2029,demand,6174.710292634174
2030,demand,6028.220964261426
2031,demand,5889.231648755931
2032,demand,5940.9365888636075
2033,demand,6213.100308151063
2034,demand,6407.013685046687
2035,demand,6593.852267194999
2036,demand,6427.030189257413
2037,demand,6048.0654621878275
2038,demand,5581.00190358456
2039,demand,5229.131020895361
2040,demand,4883.718107329001
2041,demand,4614.502562222024
2042,demand,4460.835495638493
2043,demand,4408.968196423977
2044,demand,4476.6811483135425
2045,demand,4787.524226943535
2046,demand,5698.806496295628
2047,demand,6386.324199125705
2048,demand,6865.536092238528
2049,demand,6874.89153953606
2050,demand,6610.780668044701
2051,demand,6333.774834101804
2052,demand,6138.58879111179
2053,demand,5995.5769964942865
2054,demand,5867.423520424638
2055,demand,5779.251577762846
2056,demand,5823.029628569613
2057,demand,6026.158909022282
2058,demand,6221.244555110348
2059,demand,6297.822240444742
2060,demand,6105.471008811575
2061,demand,5721.663123698957
2062,demand,5261.325669026778
2063,demand,4918.855136466866
2064,demand,4570.64612375448
2065,demand,4386.10530094523
2066,demand,4277.937436290313
2067,demand,4237.396940876191
2068,demand,4312.82217694648
2069,demand,4624.376621052485
2070,demand,5530.013123833046
2071,demand,6202.6148485995855
2072,demand,6635.9901482766345
2073,demand,6644.188718239491
2074,demand,6399.781367282523
2075,demand,6104.713728173006
2076,demand,5922.355697514178
2077,demand,5780.457330553423
2078,demand,5612.633303692144
2079,demand,5449.690000751934
2080,demand,5439.550078784088
2081,demand,5651.556462478175
2082,demand,5827.835372207585
2083,demand,6046.515310491246
2084,demand,5950.021561371064
2085,demand,5603.518436889905
2086,demand,5178.180127533442
2087,demand,4863.174839890002
2088,demand,4549.451215246231
2089,demand,4425.943940038847
2090,demand,4337.03079057203
2091,demand,4289.092402300308
2092,demand,4286.970692602112
2093,demand,4393.762918429711
2094,demand,5062.248880822298
2095,demand,5603.3747440944535
2096,demand,5910.376180542452
2097,demand,5869.906661459271
2098,demand,5657.561474628887
2099,demand,5395.63048406682
2100,demand,5180.341230397629
2101,demand,5052.250290814168
2102,demand,4963.8151915403505
2103,demand,4912.333680326498
2104,demand,4955.569746865113
2105,demand,5173.420179400223
2106,demand,5361.620650628907
2107,demand,5693.900986807679
2108,demand,5699.510846164578
2109,demand,5418.980725364338
2110,demand,5056.758143703136
2111,demand,4766.985791035499
2112,demand,4459.469079191055
2113,demand,4475.980547746942
2114,demand,4369.979408882165
2115,demand,4319.9660196752575
2116,demand,4314.593298378191
2117,demand,4414.879284972924
2118,demand,5101.519219503657
2119,demand,5657.592433300237
2120,demand,5959.803569108199
2121,demand,5867.070660129049
2122,demand,5535.713107468951
2123,demand,5231.005651544606
2124,demand,4922.8419661045555
2125,demand,4727.071136649415
2126,demand,4641.734286295269
2127,demand,4614.737771497415
2128,demand,4718.8005201590095
2129,demand,4989.069171822997
2130,demand,5158.6987008532615
2131,demand,5458.452421206456
2132,demand,5444.17853094491
2133,demand,5208.651120104031
2134,demand,4926.112489006647
2135,demand,4675.028196300803
2136,demand,4350.775656071268
2137,demand,4680.072907285684
2138,demand,4624.487600893197
2139,demand,4622.6829863275125
2140,demand,4644.989308776128
2141,demand,4727.856834789039
2142,demand,5358.1506944604
2143,demand,5890.330642531083
2144,demand,6275.6664198302005
2145,demand,6312.208837902004
2146,demand,6070.6729471746075
2147,demand,5782.863902089244
2148,demand,5543.022685180495
2149,demand,5399.795420406049
2150,demand,5299.26796192868
2151,demand,5286.10671871454
2152,demand,5389.317263379218
2153,demand,5676.444866225185
2154,demand,5909.995128781366
2155,demand,6243.9840304194295
2156,demand,6323.913765030797
2157,demand,6096.5833286468005
2158,demand,5794.790039837052
2159,demand,5584.261694676277
2160,demand,5307.378566037594
2161,demand,4476.125944764359
2162,demand,4402.979524834953
2163,demand,4354.825053545425
2164,demand,4317.529391827176
2165,demand,4091.4181144257163
2166,demand,4440.965302032913
2167,demand,4681.456112719674
2168,demand,4738.988696344897
2169,demand,4730.007508668261
2170,demand,4497.184914997147
2171,demand,4301.510463574207
2172,demand,4121.658417464221
2173,demand,4006.230602222729
2174,demand,4030.2161653910616
2175,demand,4173.092131655142
2176,demand,4472.115514565459
2177,demand,4640.198762213806
2178,demand,4748.234206855854
2179,demand,5143.100397853708
2180,demand,5270.405500090952
2181,demand,5037.759174258343
2182,demand,4725.274930420538
2183,demand,4548.8778234460915
2184,demand,4291.825788470098
2185,demand,4146.261760411804
2186,demand,4059.0242120150942
2187,demand,4039.032506176418
2188,demand,4130.800715553666
2189,demand,4321.053777018027
2190,demand,5124.097823450284
2191,demand,5546.999908231433
2192,demand,5766.484290146868
2193,demand,5712.579986356759
2194,demand,5423.3229669364355
2195,demand,5137.549170974102
2196,demand,4964.4451981521
2197,demand,4843.916544214118
2198,demand,4774.147184821776
2199,demand,4821.483065925422
2200,demand,5045.921209555314
2201,demand,5100.304221952656
2202,demand,5117.0069330644055
2203,demand,5366.769943807438
2204,demand,5334.398124055876
2205,demand,4977.90026307766
2206,demand,4572.233291737662
2207,demand,4316.88548485681
2208,demand,4046.335725988876
2209,demand,4055.635407149496
2210,demand,3989.219002836534
2211,demand,4006.527646354758
2212,demand,4186.837063246998
2213,demand,4622.5342046852165
2214,demand,5694.917583015168
2215,demand,6246.106036268693
2216,demand,6415.885004195168
2217,demand,6291.082668876799
2218,demand,5977.906544814938
2219,demand,5690.421694701697
2220,demand,5543.888206263242
2221,demand,5423.991330534508
2222,demand,5301.160859101001
2223,demand,5310.383610552802
2224,demand,5536.387391061504
2225,demand,5567.859345563935
2226,demand,5536.073899071449
2227,demand,5659.495465385038
2228,demand,5542.51150984815
2229,demand,5126.849269914788
2230,demand,4658.140239263026
2231,demand,4372.224720022121
2232,demand,4096.338613157732
2233,demand,4019.079809376358
2234,demand,3980.440617538092
2235,demand,4009.885867312384
2236,demand,4198.223187860935
2237,demand,4648.8897649130595
2238,demand,5723.348347333597
2239,demand,6248.132727411865
2240,demand,6404.036623973312
2241,demand,6263.049601785281
2242,demand,5944.596567833939
2243,demand,5644.133528834688
2244,demand,5481.565035385143
2245,demand,5333.414831255975
2246,demand,5168.312387283831
2247,demand,5136.04489519574
2248,demand,5321.110574902369
2249,demand,5337.123964530424
2250,demand,5329.558134852564
2251,demand,5523.646300774676
2252,demand,5492.012020618486
2253,demand,5084.6756268248755
2254,demand,4610.635591677213
2255,demand,4317.823527629535
2256,demand,4035.812227734634
2257,demand,3948.1003803265803
2258,demand,3901.3551108022657
2259,demand,3934.1139013575694
2260,demand,4138.195990173645
2261,demand,4590.381354466633
2262,demand,5671.882381819881
2263,demand,6180.126592585248
2264,demand,6301.07467813429
2265,demand,6153.968023827233
2266,demand,5839.66174474014
2267,demand,5523.041542554512
2268,demand,5364.531538032537
2269,demand,5206.155895074627
2270,demand,5050.237177229258
2271,demand,5030.950274561197
2272,demand,5228.823291817386
2273,demand,5267.30575655992
2274,demand,5293.645317942521
2275,demand,5493.094677540299
2276,demand,5443.900374489921
2277,demand,5030.974325684805
2278,demand,4560.507104184137
2279,demand,4238.925491347237
2280,demand,3960.1911613739985
2281,demand,3876.145791147984
2282,demand,3823.3860198836564
2283,demand,3845.7947097010397
2284,demand,4035.933236119628
2285,demand,4484.991351879396
2286,demand,5537.829249431018
2287,demand,6067.780379385262
2288,demand,6225.403166229638
2289,demand,6080.408068828434
2290,demand,5764.0548763960705
2291,demand,5400.332532158587
2292,demand,5137.89113328275
2293,demand,4880.195284601927
2294,demand,4686.881785719483
2295,demand,4674.491376651205
2296,demand,4873.94674090249
2297,demand,4915.024820638304
2298,demand,4923.404140059529
2299,demand,5093.1935788419405
2300,demand,5109.451454352654
2301,demand,4780.347492873663
2302,demand,4415.457272673365
2303,demand,4157.202699071779
2304,demand,3877.9586833308613
2305,demand,3833.389357575195
2306,demand,3768.9734719832304
2307,demand,3754.9854853527722
2308,demand,3838.549902478094
2309,demand,3972.443542844375
2310,demand,4633.986340593159
2311,demand,4935.557602609884
2312,demand,5157.310221706059
2313,demand,5101.906503884065
2314,demand,4815.769809808432
2315,demand,4538.293486405764
2316,demand,4361.919477597693
2317,demand,4204.279526676721
2318,demand,4113.34611511328
2319,demand,4197.550373619608
2320,demand,4452.800176218176
2321,demand,4536.752494843172
2322,demand,4592.01409327518
2323,demand,4803.563535723603
2324,demand,4896.308823133695
2325,demand,4626.720671513653
2326,demand,4317.475744033072
2327,demand,4118.4000594680365
2328,demand,3858.365453932901
2329,demand,3918.717400762731
2330,demand,3842.618998106511
2331,demand,3839.745846638984
2332,demand,3916.406641591562
2333,demand,4048.807999233156
2334,demand,4677.623446042999
2335,demand,4965.913688317873
2336,demand,5233.485099158459
2337,demand,5231.770571999676
2338,demand,4996.108492289821
2339,demand,4777.090332865939
2340,demand,4642.364805023329
2341,demand,4538.35331756116
2342,demand,4479.384785213681
2343,demand,4567.029684967264
2344,demand,4880.920502405239
2345,demand,4975.763714202563
2346,demand,5025.889729247302
2347,demand,5272.7148376870955
2348,demand,5352.497644742034
2349,demand,5036.571926811745
2350,demand,4686.386488444308
2351,demand,4458.843061204199
2352,demand,4228.354901411562
2353,demand,4298.476416676424
2354,demand,4267.448875326991
2355,demand,4331.844924735132
2356,demand,4543.644925516621
2357,demand,5033.34786365313
2358,demand,6161.212403417972
2359,demand,6659.258117995003
2360,demand,6881.72716144287
2361,demand,6793.91050601421
2362,demand,6479.827818896228
2363,demand,6150.102859783363
2364,demand,5978.697288856707
2365,demand,5832.748653797205
2366,demand,5646.221239918471
2367,demand,5610.433925481966
2368,demand,5823.402295824742
2369,demand,5861.083621528971
2370,demand,5853.914231117122
2371,demand,6048.8861682317165
2372,demand,6120.01066323835
2373,demand,5719.720369168925
2374,demand,5253.661055401787
2375,demand,4999.3475072781
2376,demand,4732.690065330693
2377,demand,4720.023187389593
2378,demand,4688.788741676415
2379,demand,4715.914933572407
2380,demand,4921.752491125605
2381,demand,5398.134308092807
2382,demand,6487.440328649673
2383,demand,6959.37555857064
2384,demand,7127.870194931018
2385,demand,7005.849589108309
2386,demand,6686.207840480121
2387,demand,6387.096101505014
2388,demand,6212.980813633612
2389,demand,6093.160178179351
2390,demand,5921.134011034497
2391,demand,5899.929616376747
2392,demand,6101.431361292817
2393,demand,6050.461387071813
2394,demand,5993.629187431863
2395,demand,6156.111430893801
2396,demand,6162.029218861964
2397,demand,5770.017908427151
2398,demand,5300.418464464056
2399,demand,4991.2422865883855
2400,demand,4708.325320614727
2401,demand,4654.465863698325
2402,demand,4615.875442267496
2403,demand,4641.321266791654
2404,demand,4834.969538936592
2405,demand,5327.288654831191
2406,demand,6421.1393222281895
2407,demand,6950.836998962621
2408,demand,7181.450663587504
2409,demand,7049.893503056226
2410,demand,6727.948561714172
2411,demand,6405.618878904039
2412,demand,6231.627410609764
2413,demand,6056.109741827615
2414,demand,5850.801144367691
2415,demand,5796.218069197281
2416,demand,5993.008554796137
2417,demand,5970.302635246748
2418,demand,5918.1485788586615
2419,demand,6097.032108345056
2420,demand,6172.575504415117
2421,demand,5806.733919680878
2422,demand,5338.847084419626
2423,demand,5046.788568664663
2424,demand,4783.101511519543
2425,demand,4750.143314672694
2426,demand,4707.623998837576
2427,demand,4725.394172259305
2428,demand,4925.587891068248
2429,demand,5429.615739844619
2430,demand,6511.715895839276
2431,demand,7004.04653463551
2432,demand,7164.904297378398
2433,demand,7016.7970957953785
2434,demand,6693.818246460274
2435,demand,6311.520152290472
2436,demand,6155.230169994511
2437,demand,6001.89427901284
2438,demand,5831.3074239970465
2439,demand,5800.520883588681
2440,demand,6010.243941261677
2441,demand,5956.16389498317
2442,demand,5920.1093157195355
2443,demand,6087.468976799048
2444,demand,6199.333464549406
2445,demand,5820.919518065465
2446,demand,5364.380977575553
2447,demand,5093.521923535145
2448,demand,4823.409089415674
2449,demand,4774.65820837976
2450,demand,4735.319640050303
2451,demand,4765.988729362938
2452,demand,4973.491522936058
2453,demand,5474.26905676151
2454,demand,6488.453000290958
2455,demand,6949.538731164634
2456,demand,7093.0838717110255
2457,demand,6938.567902818913
2458,demand,6568.080132283944
2459,demand,6189.247522952867
2460,demand,5943.3159655362615
2461,demand,5707.579612303825
2462,demand,5515.399974748115
2463,demand,5512.962933106494
2464,demand,5725.640681476954
2465,demand,5705.432353968825
2466,demand,5654.205837812151
2467,demand,5759.724682660139
2468,demand,5811.324369141362
2469,demand,5492.851073353944
2470,demand,5100.156150516745
2471,demand,4864.748103860196
2472,demand,4572.179383493087
2473,demand,4409.2982382450955
2474,demand,4331.374377452336
2475,demand,4315.964982914302
2476,demand,4408.361690983293
2477,demand,4572.466214546814
2478,demand,5177.214200159945
2479,demand,5516.403286123208
2480,demand,5802.696171118361
2481,demand,5783.816597743749
2482,demand,5466.158610016162
2483,demand,5162.840109055711
2484,demand,4945.373460330551
2485,demand,4762.262118827697
2486,demand,4645.084265028081
2487,demand,4715.652935236173
2488,demand,4972.995541293972
2489,demand,5002.583422930022
2490,demand,5010.669935615804
2491,demand,5189.90973494926
2492,demand,5360.170404169907
2493,demand,5091.691981294197
2494,demand,4763.629803367365
2495,demand,4578.61846169045
2496,demand,4340.100832253678
2497,demand,4275.280544008355
2498,demand,4214.742690976664
2499,demand,4192.983588100584
2500,demand,4291.840568465666
2501,demand,4467.737564311979
2502,demand,5013.042613277083
2503,demand,5293.541338893774
2504,demand,5542.018044832649
2505,demand,5494.762992625694
2506,demand,5228.94434147699
2507,demand,4971.730466180388
2508,demand,4797.301406304122
2509,demand,4664.341440605068
2510,demand,4575.57340038671
2511,demand,4652.207004283828
2512,demand,4954.051178050839
2513,demand,5039.55321696013
2514,demand,5085.485502428597
2515,demand,5296.5930338492435
2516,demand,5461.457396363209
2517,demand,5168.127000098581
2518,demand,4801.653489643324
2519,demand,4601.884765182243
2520,demand,4374.344273117443
2521,demand,4316.651799716814
2522,demand,4297.008765215421
2523,demand,4345.163520087498
2524,demand,4564.915535629107
2525,demand,5091.852345963759
2526,demand,6095.62608086726
2527,demand,6605.865551775504
2528,demand,6755.94142260073
2529,demand,6594.342248872301
2530,demand,6234.33396638759
2531,demand,5920.625095270759
2532,demand,5785.041863186605
2533,demand,5621.763060936568
2534,demand,5484.837161892943
2535,demand,5435.426071189035
2536,demand,5642.651629308006
2537,demand,5603.643321423072
2538,demand,5524.714865560036
2539,demand,5650.9527095447465
2540,demand,5754.555549522179
2541,demand,5382.105613737296
2542,demand,4922.040938545898
2543,demand,4659.424249926576
2544,demand,4394.680809806157
2545,demand,4232.510644332475
2546,demand,4191.597110366492
2547,demand,4230.81740435873
2548,demand,4432.104235330327
2549,demand,4941.206972675781
2550,demand,5910.930937000729
2551,demand,6372.9553340174425
2552,demand,6470.769541573083
2553,demand,6294.48252536035
2554,demand,5922.839395422793
2555,demand,5579.873133135876
2556,demand,5428.566331677122
2557,demand,5286.895974515769
2558,demand,5134.687492422736
2559,demand,5108.27814766673
2560,demand,5311.702246517085
2561,demand,5285.205719505533
2562,demand,5229.2921092028155
2563,demand,5366.482744940891
2564,demand,5487.340463114735
2565,demand,5132.478021990931
2566,demand,4692.445882214848
2567,demand,4411.437331834037
2568,demand,4147.601900920679
2569,demand,4045.430158157683
2570,demand,4023.461010465696
2571,demand,4061.6187171520533
2572,demand,4262.534066543714
2573,demand,4764.652649012485
2574,demand,5681.105403591081
2575,demand,6113.19298993677
2576,demand,6205.1038585945735
2577,demand,6063.73898068746
2578,demand,5733.109017339613
2579,demand,5412.877143381742
2580,demand,5288.055065173317
2581,demand,5154.628229240631
2582,demand,5007.935740007333
2583,demand,4985.920571915969
2584,demand,5187.968161606744
2585,demand,5157.913897254431
2586,demand,5103.292726353095
2587,demand,5228.592065788536
2588,demand,5351.637814485655
2589,demand,5018.416258692725
2590,demand,4576.476688348962
2591,demand,4313.063044638011
2592,demand,4074.198207001778
2593,demand,4028.1481508606157
2594,demand,4011.699652292831
2595,demand,4049.08769739004
2596,demand,4258.856537919923
2597,demand,4770.6414497567
2598,demand,5653.080798893303
2599,demand,6069.791940250415
2600,demand,6158.9582731693135
2601,demand,6019.580158736548
2602,demand,5696.2813801826105
2603,demand,5378.378960597342
2604,demand,5244.065191420452
2605,demand,5098.189119719487
2606,demand,4945.361423210747
2607,demand,4924.546123697188
2608,demand,5105.325052855781
2609,demand,5070.860466744432
2610,demand,5027.58007925573
2611,demand,5162.01116213344
2612,demand,5306.503299292401
2613,demand,4986.836731433323
2614,demand,4570.439440777649
2615,demand,4308.1017358809095
2616,demand,4059.832675149905
2617,demand,4016.106285599407
2618,demand,4002.755633087442
2619,demand,4063.236235797059
2620,demand,4280.855288538426
2621,demand,4790.426959342026
2622,demand,5666.604774992375
2623,demand,6030.763941760553
2624,demand,6058.718953631716
2625,demand,5897.827894677976
2626,demand,5558.096909279592
2627,demand,5211.68864064413
2628,demand,4988.340646110126
2629,demand,4751.799252158768
2630,demand,4576.336362134843
2631,demand,4592.106753853302
2632,demand,4802.592644843665
2633,demand,4798.310379779941
2634,demand,4747.854868781475
2635,demand,4828.047456445156
2636,demand,4965.988776601051
2637,demand,4693.668179736824
2638,demand,4363.867107853564
2639,demand,4150.902551325433
2640,demand,3904.318222236136
2641,demand,3842.66318240658
2642,demand,3806.370074351124
2643,demand,3804.74023528644
2644,demand,3876.763274204479
2645,demand,4073.4278684757883
2646,demand,4517.778157759019
2647,demand,4701.337853696748
2648,demand,4865.03922096889
2649,demand,4849.430358828866
2650,demand,4588.075980316336
2651,demand,4326.506879226808
2652,demand,4190.831382850554
2653,demand,4043.1990340441616
2654,demand,3968.954012228003
2655,demand,4049.625705428402
2656,demand,4295.751254203347
2657,demand,4342.841872931316
2658,demand,4334.878532408738
2659,demand,4455.36513036392
2660,demand,4638.367043321397
2661,demand,4393.363715948097
2662,demand,4110.952086955684
2663,demand,3969.951663882949
2664,demand,3755.457001248741
2665,demand,3730.832489066932
2666,demand,3664.1247410064934
2667,demand,3620.5465167440525
2668,demand,3665.0152721696095
2669,demand,3816.378474136455
2670,demand,4206.556899344916
2671,demand,4465.89368663829
2672,demand,4716.129111366184
2673,demand,4738.613813960395
2674,demand,4530.561558988302
2675,demand,4329.548927785637
2676,demand,4236.362248271905
2677,demand,4128.068184905965
2678,demand,4091.908676583478
2679,demand,4203.51330622506
2680,demand,4531.599305420977
2681,demand,4610.373715274143
2682,demand,4637.648673285422
2683,demand,4776.239645258413
2684,demand,4934.868315240748
2685,demand,4647.12871608187
2686,demand,4266.344661865689
2687,demand,4099.081270545887
2688,demand,3854.748784066589
2689,demand,3708.693679423624
2690,demand,3649.300176687672
2691,demand,3656.440586840028
2692,demand,3827.4806885894377
2693,demand,4361.11141857424
2694,demand,5239.560425503183
2695,demand,5782.956399828576
2696,demand,5973.767039474185
2697,demand,5941.902799992113
2698,demand,5682.279978964968
2699,demand,5443.1296378868265
2700,demand,5381.179826154776
2701,demand,5262.386721325514
2702,demand,5120.491309192317
2703,demand,5105.206574191115
2704,demand,5319.834299035632
2705,demand,5240.731501142629
2706,demand,5187.01747633381
2707,demand,5243.786303134905
2708,demand,5285.895824594648
2709,demand,4900.909440051768
2710,demand,4428.763353903811
2711,demand,4194.208905969132
2712,demand,3928.3695443311635
2713,demand,3863.461032918102
2714,demand,3820.1887173167524
2715,demand,3829.587405359813
2716,demand,3989.081358261761
2717,demand,4496.735272371121
2718,demand,5435.530596787396
2719,demand,5922.594954853559
2720,demand,6090.8197346913785
2721,demand,6039.001809525647
2722,demand,5766.557644042045
2723,demand,5491.517946797605
2724,demand,5395.543928929998
2725,demand,5273.218968828922
2726,demand,5104.659259935874
2727,demand,5069.204940410205
2728,demand,5254.250222563041
2729,demand,5166.326276502971
2730,demand,5065.075004538315
2731,demand,5123.837716739159
2732,demand,5184.787146674896
2733,demand,4805.578867420823
2734,demand,4348.326806576299
2735,demand,4082.6481425918873
2736,demand,3817.9252968930914
2737,demand,3704.7437793001927
2738,demand,3662.939330752568
2739,demand,3664.0405604673733
2740,demand,3794.213466425937
2741,demand,4284.957069911069
2742,demand,5133.146151278481
2743,demand,5667.0361511736955
2744,demand,5865.092396843838
2745,demand,5801.890216812771
2746,demand,5531.675902755265
2747,demand,5258.914023722675
2748,demand,5158.72719683215
2749,demand,5028.340275567595
2750,demand,4839.541024704338
2751,demand,4791.72099150438
2752,demand,4985.514537939667
2753,demand,4934.215805302195
2754,demand,4846.856740813289
2755,demand,4912.803477004551
2756,demand,4998.52069554978
2757,demand,4652.866675868928
2758,demand,4214.190830344654
2759,demand,3936.097654025998
2760,demand,3692.5597271946463
2761,demand,3639.777604205392
2762,demand,3595.437381931984
2763,demand,3596.2390827151
2764,demand,3752.1833462455443
2765,demand,4266.557868578833
2766,demand,5168.057851494708
2767,demand,5705.620693415251
2768,demand,5881.604117430727
2769,demand,5774.032979426228
2770,demand,5500.699541454155
2771,demand,5268.962289793728
2772,demand,5184.690326400539
2773,demand,5049.798327783294
2774,demand,4896.32996618141
2775,demand,4877.501418320022
2776,demand,5077.498562557154
2777,demand,5021.4400795204765
2778,demand,4932.23132777454
2779,demand,5022.3732803232815
2780,demand,5021.301642476662
2781,demand,4638.614590828113
2782,demand,4197.719316667066
2783,demand,3920.2488914727383
2784,demand,3669.282372454374
2785,demand,3609.406313856851
2786,demand,3532.0325446730976
2787,demand,3493.293734402215
2788,demand,3540.6577501833663
2789,demand,3766.8468036455324
2790,demand,4426.297231139055
2791,demand,4889.308318415209
2792,demand,5196.008562438115
2793,demand,5265.938721441116
2794,demand,4995.859271776748
2795,demand,4655.859958068586
2796,demand,4403.949927452861
2797,demand,4164.356964861876
2798,demand,4035.687610620186
2799,demand,4099.237995212827
2800,demand,4353.067289937754
2801,demand,4295.18160839755
2802,demand,4224.0929505488075
2803,demand,4320.368932773384
2804,demand,4496.655003656209
2805,demand,4267.803514385869
2806,demand,3985.097991891353
2807,demand,3796.784690471827
2808,demand,3529.659295362254
2809,demand,3612.1516771859747
2810,demand,3522.359762855424
2811,demand,3477.7276146498525
2812,demand,3503.949851709831
2813,demand,3682.2289434759878
2814,demand,4250.720483057197
2815,demand,4665.910250950983
2816,demand,4992.347318589312
2817,demand,5038.027997340953
2818,demand,4797.340034634322
2819,demand,4546.176371784867
2820,demand,4417.384651571997
2821,demand,4264.942545509368
2822,demand,4170.80278883914
