hour,value,Technology
466,27076.13579396783,curtailment
467,25813.71362325678,curtailment
468,24264.77486193511,curtailment
469,22148.93183570151,curtailment
470,21320.990871164788,curtailment
471,21227.74168508211,curtailment
472,21821.758973318916,curtailment
473,21713.283008808383,curtailment
474,21199.17331933306,curtailment
475,19759.431868165822,curtailment
476,17719.963296660753,curtailment
477,15531.64224785997,curtailment
478,13627.801809267843,curtailment
479,11673.627777256375,curtailment
480,10006.343190293615,curtailment
481,8455.543475463037,curtailment
482,7123.949322283856,curtailment
483,5807.757572030358,curtailment
484,4160.594830780081,curtailment
485,2912.428575141478,curtailment
486,1628.390902715535,curtailment
487,822.4054471122481,curtailment
488,1042.1585123301538,curtailment
489,1624.5429635312694,curtailment
490,1566.4178391880832,curtailment
491,1173.049106269731,curtailment
492,565.3031499333201,curtailment
493,0.0,curtailment
494,0.0,curtailment
495,0.0,curtailment
496,0.0,curtailment
497,0.0,curtailment
498,211.5576459792701,curtailment
499,369.04374577412455,curtailment
500,160.56620333733008,curtailment
501,0.0,curtailment
502,0.0,curtailment
503,0.0,curtailment
504,0.0,curtailment
505,0.0,curtailment
506,0.0,curtailment
507,0.0,curtailment
508,0.0,curtailment
509,0.0,curtailment
510,0.0,curtailment
511,0.0,curtailment
512,0.0,curtailment
513,0.0,curtailment
514,0.0,curtailment
515,0.0,curtailment
516,0.0,curtailment
517,0.0,curtailment
518,0.0,curtailment
519,0.0,curtailment
520,0.0,curtailment
521,0.0,curtailment
522,0.0,curtailment
523,0.0,curtailment
524,0.0,curtailment
525,0.0,curtailment
526,0.0,curtailment
527,0.0,curtailment
528,0.0,curtailment
529,0.0,curtailment
530,0.0,curtailment
531,471.9032189384425,curtailment
532,1093.1966747243414,curtailment
533,1580.18144067892,curtailment
534,1609.5007448043134,curtailment
535,2621.8086730326722,curtailment
536,4696.715682819904,curtailment
537,7926.548024091984,curtailment
538,13322.24529365464,curtailment
539,20449.151124477896,curtailment
540,27785.917244091564,curtailment
541,34503.31353780021,curtailment
542,40949.140629472575,curtailment
543,47120.13965224734,curtailment
544,51910.44437906586,curtailment
545,55949.872306951496,curtailment
546,61729.60415579978,curtailment
547,68341.52691752104,curtailment
548,75009.92564301041,curtailment
549,81907.72634414824,curtailment
550,89218.2213846371,curtailment
551,95544.85331940552,curtailment
552,101527.45409238577,curtailment
553,105744.30377702473,curtailment
554,106910.03612890163,curtailment
555,104215.07168214313,curtailment
556,100960.32149829545,curtailment
557,101003.00769299049,curtailment
558,96197.77525349066,curtailment
559,87180.05584384501,curtailment
560,79818.25135701426,curtailment
561,77326.6304807684,curtailment
562,77320.56756315427,curtailment
563,78114.43533903892,curtailment
564,75936.07662930657,curtailment
565,70768.37541505751,curtailment
566,65303.797950217144,curtailment
567,62336.6262877873,curtailment
568,60909.54002406359,curtailment
569,58961.92433788012,curtailment
570,57966.482200215425,curtailment
571,57394.26051368397,curtailment
572,57753.817490739966,curtailment
573,59454.14001977793,curtailment
574,60057.85283040407,curtailment
575,60318.53460356703,curtailment
576,60973.09122217579,curtailment
577,59335.338356797314,curtailment
578,56071.3285036386,curtailment
579,52963.84179371152,curtailment
580,48755.14833573731,curtailment
581,43615.198576490155,curtailment
582,37465.48665656669,curtailment
583,31469.561830671984,curtailment
584,25557.70582055794,curtailment
585,20592.080584391588,curtailment
586,16449.97094962324,curtailment
587,13848.534114932241,curtailment
588,12706.765592360936,curtailment
589,12244.446216072243,curtailment
590,12318.878447815207,curtailment
591,13461.959424730045,curtailment
592,14059.802480838041,curtailment
593,14927.05764318909,curtailment
594,17082.31228729573,curtailment
595,20813.604779425263,curtailment
596,26942.563876044474,curtailment
597,33919.840316687245,curtailment
598,40517.41616772053,curtailment
599,45978.64546391734,curtailment
600,49716.35481193868,curtailment
601,51766.047454408385,curtailment
602,54833.43398219675,curtailment
603,58025.543780555294,curtailment
604,60665.7703728704,curtailment
605,64023.442831671775,curtailment
606,64325.623989825865,curtailment
607,65759.03360330961,curtailment
608,64950.54799048588,curtailment
609,64966.08374176881,curtailment
610,66250.4620959487,curtailment
611,70783.2558512432,curtailment
612,74133.19471451573,curtailment
613,76651.54989000295,curtailment
614,80931.50776982546,curtailment
615,84301.21609180566,curtailment
616,83211.99983374077,curtailment
617,81986.81433390985,curtailment
618,83843.990896105,curtailment
619,85670.40770303796,curtailment
620,88403.22362668415,curtailment
621,93144.00272510313,curtailment
622,99242.4675731596,curtailment
623,102275.36530247807,curtailment
624,100069.8437103498,curtailment
625,95150.14091984123,curtailment
626,90955.67806315131,curtailment
627,87925.9515526376,curtailment
628,85931.9667059426,curtailment
629,85267.3430091793,curtailment
630,85110.80623368341,curtailment
631,82696.2230685576,curtailment
632,78719.01488975382,curtailment
633,71507.55525541754,curtailment
634,63292.04620619316,curtailment
635,56191.03320299567,curtailment
636,54126.76914975857,curtailment
637,51017.00342356086,curtailment
638,47567.210974020236,curtailment
639,45119.367077563846,curtailment
640,44173.61633026765,curtailment
641,42955.58232773844,curtailment
642,40654.11554576992,curtailment
643,36650.783133729914,curtailment
644,34638.78880689376,curtailment
645,34290.12017942398,curtailment
646,36083.75229218929,curtailment
647,40783.97857601464,curtailment
648,47987.51201107089,curtailment
649,57040.200526272616,curtailment
650,63452.72600956755,curtailment
651,71070.83649748046,curtailment
652,79360.42089201242,curtailment
653,88195.96959352927,curtailment
654,94972.1369043176,curtailment
655,101066.446451229,curtailment
656,106933.53744477402,curtailment
657,112492.67361234366,curtailment
658,119492.14390384815,curtailment
659,125305.68523388774,curtailment
660,131690.8736010115,curtailment
661,135924.1212890357,curtailment
662,137758.28489751584,curtailment
663,137341.8413949428,curtailment
664,134748.7357630805,curtailment
665,132311.85884875205,curtailment
666,133566.38686419645,curtailment
667,137004.30888601087,curtailment
668,136130.9832468501,curtailment
669,134571.5317681587,curtailment
670,137740.47029005428,curtailment
671,140542.1243032749,curtailment
672,140275.8196084659,curtailment
673,137943.89599730904,curtailment
674,134756.49237208138,curtailment
675,132691.96660838678,curtailment
676,131161.38836643676,curtailment
677,128865.44241854094,curtailment
678,124698.24559431153,curtailment
679,118804.2779518914,curtailment
680,112078.11704068616,curtailment
681,105475.38887373579,curtailment
682,99776.75039076593,curtailment
683,94677.89466459613,curtailment
684,89411.97869676606,curtailment
685,83395.40137959225,curtailment
686,77608.47114200203,curtailment
687,71962.86630526988,curtailment
688,65022.71266514901,curtailment
689,59891.55988523809,curtailment
690,56621.897493329685,curtailment
691,53660.30174975457,curtailment
692,50777.284928512425,curtailment
693,47952.10737656584,curtailment
694,44714.71738281477,curtailment
695,40035.10115435757,curtailment
696,36023.4429788213,curtailment
697,31475.946207564302,curtailment
698,27070.692555773956,curtailment
699,24432.645033664438,curtailment
700,22598.957198749828,curtailment
701,20604.527090751366,curtailment
702,19923.108507564935,curtailment
703,21044.54975414117,curtailment
704,23385.21768279943,curtailment
705,26032.823674291358,curtailment
706,28330.05705905154,curtailment
707,30504.486691194797,curtailment
708,31477.640545728274,curtailment
709,31064.789527879362,curtailment
710,30251.637271092884,curtailment
711,30108.334425439418,curtailment
712,30162.063803926336,curtailment
713,29449.495469701273,curtailment
714,28912.540114077303,curtailment
715,28605.64973343334,curtailment
716,28191.248592786484,curtailment
717,27318.45202991815,curtailment
718,26521.972998739704,curtailment
719,25257.04032240885,curtailment
720,23973.997671578196,curtailment
721,22809.278887822387,curtailment
722,22412.02722661788,curtailment
723,22572.87380057177,curtailment
724,22627.053423850397,curtailment
725,22305.916831026025,curtailment
726,21117.075034352303,curtailment
727,20101.326096783763,curtailment
728,19524.122942984955,curtailment
729,18969.36811410037,curtailment
730,18229.092518613357,curtailment
731,17225.082580415758,curtailment
732,17165.210504177237,curtailment
733,18091.932808573645,curtailment
734,19567.455063525318,curtailment
735,21475.62660855535,curtailment
736,23679.695918162775,curtailment
737,25126.70252704467,curtailment
738,26797.97435128825,curtailment
739,29496.563278610804,curtailment
740,33221.09745212673,curtailment
741,37817.081468007615,curtailment
742,42362.551619100916,curtailment
743,46452.56666181416,curtailment
744,49902.74218525323,curtailment
745,53510.70898285844,curtailment
746,57280.89144338509,curtailment
747,61843.98362464287,curtailment
748,64805.22846508262,curtailment
749,65108.61879762969,curtailment
750,64304.14680643763,curtailment
751,63914.45821953591,curtailment
752,64280.978976676925,curtailment
753,65238.05095881528,curtailment
754,66910.7336820009,curtailment
755,68895.81870410453,curtailment
756,70487.98746666189,curtailment
757,71995.87810210552,curtailment
758,72973.06615303068,curtailment
759,74290.0018799892,curtailment
760,75436.80305574491,curtailment
761,73260.23272841415,curtailment
762,70520.76563447584,curtailment
763,68146.14447561675,curtailment
764,65962.38349793947,curtailment
765,65039.70179614768,curtailment
766,66351.87329102155,curtailment
767,67608.45794390686,curtailment
768,66699.20476980359,curtailment
769,64635.5171009212,curtailment
770,60723.04879260696,curtailment
771,57221.49280390136,curtailment
772,52907.334540619704,curtailment
773,48613.79864274951,curtailment
774,44532.10659347418,curtailment
775,41948.52660510838,curtailment
776,41322.759750388424,curtailment
777,42091.55606225128,curtailment
778,44082.41545484791,curtailment
779,46662.37140406818,curtailment
780,48484.435202500914,curtailment
781,48800.9600645171,curtailment
782,47958.02009464172,curtailment
783,46689.638983947414,curtailment
784,45664.810971110914,curtailment
785,44105.29877883417,curtailment
786,43195.18440468206,curtailment
787,42490.58716345414,curtailment
788,41286.59251878399,curtailment
789,39510.47076482556,curtailment
790,37142.01796665417,curtailment
791,34822.938617816784,curtailment
792,33082.47252817423,curtailment
793,31580.207247096296,curtailment
794,30575.61014933383,curtailment
795,29929.77419475968,curtailment
796,29612.955258253096,curtailment
797,29426.92709006194,curtailment
798,28302.051800549176,curtailment
799,27528.55150844942,curtailment
800,27644.20757325312,curtailment
801,28922.633396334284,curtailment
802,30349.508859315414,curtailment
803,31440.308410703867,curtailment
804,32476.24167496775,curtailment
805,33293.31669479655,curtailment
806,34088.37751994099,curtailment
807,34834.106222384195,curtailment
808,34854.84224773991,curtailment
809,33424.97012084501,curtailment
810,31680.639728859845,curtailment
811,29975.95669925279,curtailment
812,28277.352642614966,curtailment
813,26796.505130442376,curtailment
814,25433.655602442486,curtailment
815,24032.740405897322,curtailment
816,23091.39633201907,curtailment
817,22165.143200371676,curtailment
818,21800.12861314985,curtailment
819,21829.85143827661,curtailment
820,21988.969661091665,curtailment
821,21701.297204560145,curtailment
822,20624.05308003202,curtailment
823,19252.904400731342,curtailment
824,17973.220945753594,curtailment
825,16855.476827017068,curtailment
826,16202.967068758771,curtailment
827,16059.754413642933,curtailment
828,16023.440459145259,curtailment
829,16009.498889103284,curtailment
830,16446.005115278647,curtailment
831,17859.159530290035,curtailment
832,18817.578854395033,curtailment
833,18717.25904358719,curtailment
834,18463.32085831381,curtailment
835,18527.043129708058,curtailment
836,18923.024953971995,curtailment
837,19554.08562026075,curtailment
838,21257.373070324906,curtailment
839,22569.76019288729,curtailment
840,22309.92794967286,curtailment
841,22015.0476472418,curtailment
842,21661.30871264777,curtailment
843,21705.60134743705,curtailment
844,21630.13059259303,curtailment
845,20728.96883751265,curtailment
846,19214.927591267344,curtailment
847,17653.487563441984,curtailment
848,16473.409090325273,curtailment
849,13726.691165936087,curtailment
850,10141.611445507051,curtailment
851,7829.376483756565,curtailment
852,4552.059293160957,curtailment
853,1855.9751036948082,curtailment
854,166.83023374174718,curtailment
855,76.02291690683069,curtailment
856,622.9899189306643,curtailment
857,0.0,curtailment
858,0.0,curtailment
859,0.0,curtailment
860,0.0,curtailment
861,0.0,curtailment
862,1081.946348517311,curtailment
863,3482.4975466139786,curtailment
864,6424.742291354147,curtailment
865,9220.571073179864,curtailment
866,11927.167003707316,curtailment
867,14665.28819574667,curtailment
868,17512.659453832755,curtailment
869,19839.364560714694,curtailment
870,20781.18393984447,curtailment
871,21726.465276645038,curtailment
872,23042.337315587494,curtailment
873,24863.435741029512,curtailment
874,26817.80602579687,curtailment
875,29069.207362685476,curtailment
876,31792.990596858013,curtailment
877,34896.07841548481,curtailment
878,38525.88030109083,curtailment
879,42430.209526325314,curtailment
880,46908.07758325653,curtailment
881,50280.9971447112,curtailment
882,52273.086415273385,curtailment
883,53272.726099261025,curtailment
884,53234.426427962884,curtailment
885,54335.891469765986,curtailment
886,57537.832698361664,curtailment
887,61354.53439669398,curtailment
888,65871.42310039648,curtailment
889,70543.65070222212,curtailment
890,74990.51127297535,curtailment
891,82080.39803871309,curtailment
892,89454.87490704971,curtailment
893,95156.08644862223,curtailment
